Country/Region,unit,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Guyana,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy See (Vatican City State),MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,0.01,0.01,0.04,0.06,0.1,0.15,0.2,0.18,0.18,1.15,1.65,1.73,1.75,1.74,1.46,1.59,1.55,1.41,1.58,1.42,1.42,1.31,1.17,1.01,0.64,0.53,0.33,0.33,0.35,0.36,0.33,0.33,0.34,0.33,0.33,0.33,0.19,0.05,0.05,0.06,0.04,0.06,0.06,
Kiribati,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laos,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.22,0.47,0.83,1.28,1.77,2.27,2.74,3.14,3.44,3.6,3.62,3.53,3.37,3.16,2.92,2.68,2.46,2.3,2.21,2.22,2.3,2.4,2.52,2.65,2.8,2.97,3.15,3.33,3.53,3.73,3.95,4.19,4.46,4.74,5.05,5.38,5.72,6.08,6.46,6.85,7.29,7.8,8.36,8.97,9.63,10.3,11,11.7,12.4,14.4,15.7,16.7,19.1,21.2,20.9,23.8,25.8,27.7,29.4,31,32.4,32,36.8,39.5,40.7,44,47,53.4,57.4,52.4,51.7,43.5,33,29.7,29.5,26.7,29.5,32.8,33.2,37.4,35.3,27.8,22.5,26.5,27.7,25.1,23.4,23.8,17,18.1,15.5,26.8,30.5,29.1,27,28.3,38.7
Mexico,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.03,0.04,0.05,0.06,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.09,0.09,0.09,0.1,0.11,0.11,0.12,0.13,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.23,0.24,0.25,0.27,0.28,0.32,0.33,0.35,0.38,0.36,0.41,0.43,0.46,0.48,0.5,0.52,0.51,0.54,0.59,0.59,0.65,0.86,0.92,0.93,1.23,1.24,0.89,1.08,0.74,0.77,2.1,2.17,1.82,2.39,2.54,2.18,2.83,3.02,3.13,4.54,6.15,7.44,8.23,8.29,8.79,8.93,8.2,8.59,9.69,8.68,11.1,11.6
Poland,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.12,0.13,0.14,0.14,0.15,0.16,0.17,0.17,0.18,0.19,0.2,0.21,0.22,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.32,0.3,0.3,0.29,0.21,0.14,0.15,0.16,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.19,0.23,0.36,0.52,0.68,0.77,0.97,1.57,2.15,2.74,3.3,3.96,4.77,5.63,6.23,6.53,6.35,7.06,7.68,8.02,8.42,9.04,9.08,6.82,6.99
Romania,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.06,0.08,0.1,0.11,0.13,0.15,0.16,0.17,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.32,0.33,0.34,0.36,0.37,0.39,0.41,0.43,0.45,0.47,0.5,0.52,0.55,0.58,0.61,0.64,0.67,0.7,0.74,0.78,0.82,0.86,0.91,0.95,0.99,1.02,1.44,1.58,1.73,2,2.65,2.89,2.94,2.97,3.02,3.08,3.43,3.44,2.96,3.18,3.47,3.52,3.6,3.7,3.78,4.45,2.81,2.58,1.8,1.87,1.98,2.36,2.35,2.35,2.31,2.12,1.75,1.49,1.17,0.54,0.46,0.48,0.57,0.72,1,0.98,1.05,1.15,1.26,1.36,1.43,1.7,1.95,2.24
Malaysia,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.03,0.04,0.05,0.05,0.07,0.08,0.07,0.07,0.07,0.08,0.08,0.09,0.1,0.1,0.12,0.13,0.15,0.16,0.16,0.16,0.15,0.14,0.12,0.1,0.4,0.29,0.67,0.85,0.72,0.85,0.97,1.05,1.17,1.31,1.15,1.21,1.51,1.6,1.7,1.8,1.9,2,2.1
Netherlands,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.02,0.06,0.12,0.18,0.26,0.34,0.41,0.47,0.51,0.53,0.52,0.49,0.45,0.4,0.35,0.29,0.24,0.2,0.18,0.17,0.17,0.18,0.2,0.21,0.23,0.24,0.27,0.29,0.31,0.33,0.35,0.38,0.41,0.44,0.47,0.51,0.55,0.59,0.64,0.68,0.73,0.79,0.86,0.94,1.02,1.11,1.2,1.3,1.4,1.98,2.46,2.96,3.42,4.16,4.05,4.34,4.4,4.78,4.86,5.01,5.09,4.83,5.03,5.31,5.3,5.63,5.84,6.34,6.57,8.48,7.13,8.16,8.88,10.7,10.1,12.4,13.3,14,8.05,6.93,4.14,4.65,2.78,2.51,2.31,2.52,2.72,2.74,2.82,3.15,2.86,2.78,2.33,1.89,2.09,2.17,2.04
Norway,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.09,0.12,0.17,0.21,0.27,0.32,0.37,0.41,0.45,0.48,0.52,0.55,0.58,0.61,0.64,0.66,0.69,0.72,0.75,0.78,0.82,0.85,0.89,0.92,0.96,1,1.05,1.1,1.15,1.2,1.26,1.33,1.4,1.47,1.55,1.63,1.71,1.79,1.88,1.97,2.08,2.19,2.31,2.44,2.56,2.67,2.78,2.87,3.21,3.05,3.19,3.6,3.73,3.45,3.61,3.68,3.58,3.78,3.66,3.71,3.75,4.05,4.57,4.68,4.78,5.11,5.77,6.01,5.99,5.45,3.33,3.38,3.23,2.99,2.78,2.63,2.65,2.75,2.79,2.76,2.46,1.83,1.88,1.87,1.74,1.74,1.76,1.35,1.37,1.42,1.39,1.39,1.46,1.45,1.61,1.59
New Zealand,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.36,0.48,0.45,0.45,0.57,0.6,0.63,0.65,0.65,0.65,0.68,0.91,1.01,1.01,0.97,1.02,1.01,0.99,0.93,0.93,0.48,0.23,0.22,0.2,0.36,0.31,0.29,0.26,0.3,0.37,0.48,0.63,0.68,0.76,0.9,0.95,1.05,1.05,1.12,1.23,1.29,1.37,1.45,1.61,1.59,1.58
Mauritius,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.09,0.15,0.1,0.06,0.05,0.01,0.5,0.55,0.6,0.65,0.7,0.76,0.81,0.86,0.94,1.01,1.08,1.14
Montenegro,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.11,0.12,0.13,0.13,0.14,0.15,0.15,0.16,0.17,0.17,0.18,0.19,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.28,0.29,0.3,0.32,0.34,0.35,0.37,0.39,0.41,0.43,0.45,0.48,0.5,0.53,0.56,0.58,0.6,0.62,0.62,1.65,0.94,1.18,1.9,2.17,2.55,1.65,1.66,2.17,2.08,2.23,3.05,3.59,3.92,3.78,3.31,3.19,3.37,3.27,2.39,3.14,1.99,0.74,0.08,0.29,0.31,1.67,1.6,1.83,2.32,2.49,2.6,2.18,2.01,1.93,2.08,2.28,1.37,1.11,1.31,1.32,0.96,0.91,1.02,1.08,0.88,0.93
Peru,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.04,0.06,0.07,0.09,0.12,0.14,0.19,0.24,0.3,0.38,0.42,0.47,0.52,0.57,0.62,0.64,0.68,0.72,0.77,0.81,0.86,0.9
Lithuania,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.08,0.1,0.13,0.17,0.21,0.23,0.27,0.32,0.37,0.42,0.48,0.59,0.75,0.73
Mozambique,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.05,0.16,0.16,0.23,0.31,0.33,0.34,0.35,0.35,0.37,0.39,0.47,0.51,0.54,0.57,0.6,0.64,0.67
Libya,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.02,0.05,0.07,0.14,0.14,0.15,0.16,0.17,0.19,0.16,0.15,0.14,0.15,0.16,0.18,0.2,0.21,0.25,0.27,0.25,0.23,0.18,0.15,0.11,0.13,0.13,0.13,0.15,0.17,0.19,0.2,0.22,0.24,0.27,0.28,0.3,0.32,0.32,0.33,0.35,0.36,0.38,0.39,0.41,0.42,0.44
Philippines,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.06,0.09,0.12,0.18,0.23,0.26,0.28,0.32,0.34,0.29,0.26,0.23,0.23,0.22,0.21,0.2,0.18,0.17,0.15,0.23,0.29,0.32,0.34,0.34,0.31,0.27,0.23,0.22,0.21,0.23,0.26,0.29,0.32,0.35,0.37,0.39,0.4,0.35,0.36,0.36,0.37,0.38,0.38,0.39,0.4,0.4
Macedonia,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.15,0.15,0.16,0.17,0.23,0.29,0.35,0.41,0.47,0.38,0.3,0.21,0.12,0.2,0.22,0.31,0.32,0.33
Malta,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.03,0.04,0.08,0.1,0.11,0.14,0.15,0.17,0.2,0.22,0.23,0.25,0.26,0.31
Moldova,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.05,0.06,0.08,0.1,0.11,0.12,0.14,0.15,0.16,0.17,0.2,0.21,0.22
Papua New Guinea,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.02,0.03,0.05,0.06,0.07,0.09,0.1,0.11,0.12,0.12,0.13,0.13,0.14,0.15,0.16,0.17
Pakistan,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.03,0.04,0.06,0.09,0.11,0.14,0.18,0.17,0.17,0.17,0.21,0.25,0.26,0.28,0.28,0.32,0.32,0.29,0.26,0.2,0.15,0.11,0.11,0.1,0.1,0.1,0.11,0.14,0.16,0.19,0.23,0.26,0.28,0.29,0.01,0.01,0.01,0.13,0.13,0.13,0.13,0.13,0.13,0.13
Mongolia,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,0.02,0.04,0.07,0.1,0.11,0.12,0.1,0.11,0.12
Luxembourg,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08
Mauritania,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
